Platform,Year_of_Release,Genre,Publisher,Above_Average_Critic_Score,Above_Average_User_Score,Log_Global_Sales
XB,2001,Racing,Eidos Interactive,False,True,-1.8971199848858813
PC,2001,Action,Electronic Arts,False,True,-2.8134107167600364
PS2,2001,Shooter,Sony Computer Entertainment,True,True,-2.995732273553991
PS2,2001,Shooter,Namco Bandai Games,True,True,-0.6348782724359695
PS2,2001,Shooter,Take-Two Interactive,True,True,1.1969481893889715
GC,2001,Racing,Acclaim Entertainment,True,True,-1.8971199848858813
PS,2001,Sports,Sony Computer Entertainment,True,True,-0.843970070294529
DC,2001,Adventure,Sega,True,True,-1.8971199848858813
GBA,2001,Sports,Activision,True,True,0.16551443847757333
PS2,2001,Racing,LucasArts,True,False,-1.8325814637483102
PC,2001,Simulation,Microsoft Game Studios,True,True,-2.995732273553991
PS2,2001,Sports,Sony Computer Entertainment,False,False,-1.4696759700589417
PC,2001,Simulation,Blue Byte,True,True,-4.605170185988091
DC,2001,Platform,Sega,True,True,-2.120263536200091
PS2,2001,Simulation,Namco Bandai Games,True,True,-0.843970070294529
GBA,2002,Platform,Capcom,True,True,-2.659260036932778
XB,2002,Shooter,Eidos Interactive,True,True,-0.4462871026284195
PS2,2002,Adventure,Capcom,False,True,-3.506557897319982
GC,2002,Racing,Acclaim Entertainment,False,False,-2.2072749131897207
PS2,2002,Strategy,Eidos Interactive,False,False,-1.7147984280919266
PS2,2002,Strategy,Ubisoft,False,True,-1.5606477482646683
GC,2002,Sports,Midway Games,True,True,-2.5257286443082556
XB,2002,Shooter,Electronic Arts,True,False,0.3987761199573678
GC,2002,Action,Nintendo,True,True,-0.9942522733438669
PS2,2002,Sports,Electronic Arts,True,True,0.494696241836107
XB,2002,Sports,Electronic Arts,True,True,-0.4620354595965587
PS2,2002,Strategy,Tecmo Koei,True,False,-2.5257286443082556
PS2,2002,Role-Playing,THQ,True,True,-1.5606477482646683
GC,2002,Role-Playing,Ubisoft,False,True,-2.5257286443082556
GBA,2002,Platform,Universal Interactive,True,True,0.5481214085096876
GC,2002,Action,Electronic Arts,True,True,-0.37106368139083207
PS2,2002,Sports,Midway Games,True,True,-1.2729656758128873
PS2,2002,Sports,Midway Games,True,True,-1.2729656758128873
PS2,2002,Action,Agetec,False,True,-1.5606477482646683
XB,2002,Strategy,Eidos Interactive,False,True,-2.659260036932778
PS2,2002,Racing,Atari,True,False,0.4382549309311553
GBA,2002,Shooter,TDK Mediactive,False,False,-1.5606477482646683
GBA,2002,Role-Playing,Atari,False,True,-1.9661128563728327
PS2,2002,Shooter,Eidos Interactive,True,True,-0.35667494393873245
XB,2002,Sports,Microsoft Game Studios,True,True,-0.4942963218147801
PS2,2002,Adventure,Sony Computer Entertainment,True,True,-1.9661128563728327
GC,2002,Racing,Ubisoft,False,True,-1.9661128563728327
GBA,2002,Platform,Vivendi Games,False,False,-3.506557897319982
XB,2002,Racing,THQ,False,False,-2.659260036932778
GBA,2002,Simulation,Tecmo Koei,True,True,-4.605170185988091
PS2,2002,Role-Playing,Tecmo Koei,True,True,-1.6607312068216509
PS2,2002,Role-Playing,Taito,True,True,-2.659260036932778
PS2,2002,Shooter,Electronic Arts,True,True,1.9213246735826988
PS2,2002,Shooter,Empire Interactive,False,False,-2.5257286443082556
PS2,2002,Action,Namco Bandai Games,True,True,0.412109650826833
GC,2002,Platform,Atari,False,False,-2.5257286443082556
GC,2002,Puzzle,Atari,True,True,0.41871033485818504
GBA,2002,Role-Playing,Infogrames,False,False,0.5247285289349821
XB,2002,Adventure,Swing! Entertainment,False,True,-1.9661128563728327
PS2,2002,Role-Playing,Atari,True,True,-0.3856624808119846
XB,2002,Sports,Midway Games,False,True,-3.506557897319982
GC,2002,Racing,Electronic Arts,True,True,-3.506557897319982
PS2,2002,Sports,Electronic Arts,True,True,0.5068176023684519
GBA,2002,Action,Nintendo,True,True,0.5187937934151675
PS2,2002,Action,3DO,False,False,-2.659260036932778
PS2,2002,Sports,Electronic Arts,False,False,0.41871033485818504
PS2,2002,Shooter,TDK Mediactive,True,True,-0.4942963218147801
PS2,2002,Racing,Ubisoft,False,False,-0.4307829160924542
GBA,2002,Shooter,Konami Digital Entertainment,False,True,-3.506557897319982
PS2,2002,Simulation,Metro 3D,True,True,-0.40047756659712525
PS2,2002,Action,Eidos Interactive,True,True,-1.5606477482646683
PS2,2002,Shooter,Electronic Arts,False,True,-1.9661128563728327
GBA,2002,Fighting,Marvelous Interactive,True,True,-2.5257286443082556
GC,2002,Platform,Electronic Arts,False,True,-1.3093333199837622
PC,2002,Action,Electronic Arts,True,True,-4.605170185988091
PS2,2002,Shooter,THQ,True,True,0.4054651081081644
PS2,2002,Adventure,Ubisoft,False,False,-1.2729656758128873
GC,2002,Role-Playing,Virgin Interactive,True,True,-1.9661128563728327
GBA,2002,Shooter,Zoo Digital Publishing,False,False,-2.5257286443082556
PS2,2002,Adventure,Acclaim Entertainment,False,True,-1.8325814637483102
PS2,2002,Sports,Electronic Arts,True,True,-0.4155154439616658
PS2,2002,Role-Playing,Ubisoft,True,True,-0.4780358009429998
PS2,2002,Simulation,Sega,False,False,-2.659260036932778
XB,2002,Shooter,Universal Interactive,True,True,-1.5606477482646683
XB,2002,Action,THQ,False,True,-2.5257286443082556
PS2,2002,Platform,Sony Computer Entertainment,True,True,-0.4620354595965587
GBA,2002,Platform,Vivendi Games,True,True,0.4574248470388755
PS2,2002,Shooter,Gotham Games,False,True,0.45107561936021673
GBA,2002,Fighting,THQ,True,True,-1.3093333199837622
PS2,2002,Racing,Codemasters,True,True,-1.3093333199837622
PC,2002,Strategy,Microsoft Game Studios,True,True,-4.605170185988091
GBA,2002,Action,Ubisoft,False,True,-1.9661128563728327
GBA,2002,Action,TDK Mediactive,True,True,-0.4155154439616658
PS2,2002,Shooter,Activision,False,True,-1.6607312068216509
GBA,2002,Role-Playing,Atari,True,True,-2.2072749131897207
PS2,2002,Racing,Atari,True,True,-2.8134107167600364
GC,2002,Sports,Electronic Arts,True,False,-1.8971199848858813
PS2,2002,Action,Black Label Games,False,False,0.1823215567939546
XB,2002,Sports,Activision,True,True,-0.07257069283483537
PS2,2002,Sports,Electronic Arts,True,False,-0.07257069283483537
PS2,2002,Puzzle,Capcom,True,True,-2.995732273553991
GBA,2002,Platform,THQ,True,True,0.17395330712343798
GC,2002,Platform,Ubisoft,False,False,-3.2188758248682006
XB,2002,Sports,Sega,True,True,-2.995732273553991
GC,2002,Action,Activision,True,True,0.17395330712343798
PC,2002,Action,Take-Two Interactive,True,True,-3.2188758248682006
GBA,2002,Action,Atari,True,False,-1.0788096613719298
PS2,2002,Misc,THQ,False,False,-1.4271163556401458
PS2,2002,Platform,Electronic Arts,False,True,0.1570037488096647
GBA,2002,Role-Playing,Taito,True,True,-2.995732273553991
GC,2002,Sports,Electronic Arts,True,True,-1.4696759700589417
XB,2002,Fighting,Midway Games,True,True,-0.040821994520255166
GC,2002,Action,Midway Games,False,True,-1.7147984280919266
GC,2002,Sports,Acclaim Entertainment,True,True,-2.8134107167600364
PC,2002,Role-Playing,Interplay,True,True,-4.605170185988091
GBA,2002,Adventure,BAM! Entertainment,True,True,-2.8134107167600364
GC,2002,Sports,Midway Games,True,True,-1.8971199848858813
PC,2002,Strategy,Atari,True,True,0.22314355131420976
PS2,2002,Sports,Sony Computer Entertainment,False,False,-1.4696759700589417
GBA,2002,Shooter,Acclaim Entertainment,True,False,-2.120263536200091
XB,2002,Shooter,Electronic Arts,True,True,-0.10536051565782628
XB,2002,Action,Tecmo Koei,True,True,-2.8134107167600364
XB,2002,Platform,Universal Interactive,False,True,0.20701416938432612
PS2,2002,Sports,Acclaim Entertainment,False,False,-1.8971199848858813
PS2,2002,Sports,Electronic Arts,True,True,-0.10536051565782628
PS2,2002,Sports,Electronic Arts,True,True,-0.09431067947124129
GC,2002,Sports,Nintendo,True,True,-1.3862943611198906
GBA,2002,Role-Playing,Nintendo,True,True,0.19885085874516517
PS2,2002,Sports,Sega,True,True,0.19885085874516517
PS2,2002,Platform,Sony Computer Entertainment,True,True,0.1906203596086497
PS2,2002,Platform,Sony Computer Entertainment,True,True,-0.040821994520255166
PS2,2002,Role-Playing,Sony Computer Entertainment,True,True,-0.040821994520255166
XB,2002,Action,Capcom,True,True,-1.4271163556401458
GC,2002,Racing,Acclaim Entertainment,False,False,-2.120263536200091
PS2,2002,Sports,Acclaim Entertainment,True,True,-1.0498221244986778
GC,2002,Sports,Sega,True,True,-2.120263536200091
GC,2002,Sports,THQ,False,False,-2.995732273553991
XB,2002,Sports,Sega,True,True,-1.4696759700589417
XB,2002,Action,Jaleco,False,False,-2.995732273553991
PS2,2002,Sports,Sega,True,True,0.04879016416943204
GC,2002,Sports,Vivendi Games,False,True,-2.995732273553991
XB,2002,Fighting,Microsoft Game Studios,False,True,-2.995732273553991
XB,2002,Action,Electronic Arts,True,True,-1.4696759700589417
PS2,2002,Racing,Play It,False,True,0.058268908123975824
XB,2002,Shooter,Take-Two Interactive,True,True,-1.8971199848858813
PS2,2002,Racing,Electronic Arts,True,True,0.058268908123975824
GBA,2002,Fighting,Midway Games,True,True,-4.605170185988091
PS2,2002,Shooter,LucasArts,False,True,0.08617769624105241
PS2,2002,Action,Universal Interactive,False,True,-1.4696759700589417
GC,2002,Simulation,Titus,False,True,-1.8971199848858813
GC,2002,Sports,Acclaim Entertainment,True,True,-1.8971199848858813
GC,2002,Fighting,Konami Digital Entertainment,False,False,-2.995732273553991
GC,2002,Sports,Sega,False,False,-2.995732273553991
GC,2002,Puzzle,Kemco,False,True,-4.605170185988091
GBA,2002,Fighting,Capcom,True,True,-1.8971199848858813
XB,2002,Action,Atari,False,False,-1.8971199848858813
PS2,2002,Racing,Sony Computer Entertainment,False,False,-2.995732273553991
PS2,2002,Adventure,3DO,False,False,-2.995732273553991
GC,2002,Fighting,Activision,True,True,-1.7147984280919266
PS2,2002,Action,Midway Games,False,False,-1.5141277326297755
GC,2002,Misc,Electronic Arts,False,True,-2.995732273553991
PS2,2002,Action,Tecmo Koei,True,True,0.0
XB,2002,Simulation,Phantagram,True,True,-2.995732273553991
PS2,2002,Fighting,Sammy Corporation,True,True,-1.0498221244986778
PS2,2002,Sports,Sega,True,True,-1.4271163556401458
XB,2002,Simulation,Microsoft Game Studios,True,True,0.12221763272424911
XB,2002,Fighting,Rage Software,True,True,-1.8971199848858813
GC,2002,Shooter,Activision,True,True,-1.4696759700589417
PS2,2002,Sports,Sony Computer Entertainment,True,True,-1.9661128563728327
GBA,2002,Fighting,Sammy Corporation,False,False,-2.8134107167600364
GC,2002,Shooter,NDA Productions,False,False,-2.120263536200091
XB,2002,Shooter,Sega,True,True,-1.3470736479666092
XB,2002,Sports,Midway Games,True,True,-1.9661128563728327
XB,2002,Action,Activision,True,True,0.3364722366212129
XB,2002,Shooter,Atari,True,True,-0.3011050927839216
PS2,2002,Racing,Codemasters,True,True,0.3364722366212129
GC,2002,Shooter,LucasArts,False,True,-1.3470736479666092
PS2,2002,Action,Enix Corporation,True,True,-2.659260036932778
PS2,2002,Fighting,Enterbrain,False,True,-2.659260036932778
GBA,2002,Racing,Rebellion,False,False,-4.605170185988091
XB,2002,Sports,Sega,True,True,-1.9661128563728327
GBA,2002,Action,Nintendo,True,True,-1.0216512475319814
PS2,2002,Racing,BAM! Entertainment,False,True,-1.3470736479666092
GC,2002,Sports,Sega,True,True,-2.659260036932778
GBA,2002,Fighting,Acclaim Entertainment,False,False,-2.659260036932778
XB,2002,Racing,Codemasters,True,True,-3.2188758248682006
PS2,2002,Adventure,Electronic Arts,True,True,-1.9661128563728327
PS2,2002,Sports,Midway Games,True,True,-2.659260036932778
GC,2002,Shooter,Electronic Arts,True,False,-0.3285040669720361
GC,2002,Sports,Sega,True,True,-1.5141277326297755
PS2,2002,Shooter,BAM! Entertainment,False,False,-1.3093333199837622
XB,2002,Action,Vivendi Games,False,True,-2.659260036932778
GC,2002,Platform,Universal Interactive,False,False,-0.342490308946776
GC,2002,Fighting,Atari,True,True,-0.342490308946776
XB,2002,Sports,Electronic Arts,True,True,-1.3093333199837622
XB,2002,Sports,Electronic Arts,True,True,-0.342490308946776
PS2,2002,Adventure,Eidos Interactive,False,False,-1.5141277326297755
XB,2002,Action,Electronic Arts,True,True,-0.342490308946776
PS2,2002,Sports,Electronic Arts,True,True,0.36464311358790924
PS2,2002,Adventure,Sammy Corporation,False,True,-2.659260036932778
GC,2002,Shooter,Electronic Arts,True,True,-1.9661128563728327
GBA,2002,Puzzle,Atari,True,True,-0.3285040669720361
GBA,2002,Misc,THQ,False,True,-1.5141277326297755
PS2,2002,Misc,Pacific Century Cyber Works,False,True,-1.3470736479666092
PS2,2002,Sports,Activision,False,True,0.35065687161316933
XB,2002,Shooter,Electronic Arts,True,True,-0.3285040669720361
PS2,2002,Role-Playing,Atari,False,False,-0.2613647641344075
PS2,2002,Shooter,Electronic Arts,True,True,0.3074846997479607
PS2,2002,Sports,Acclaim Entertainment,True,True,-0.2613647641344075
PS2,2002,Action,Tecmo Koei,False,True,-2.8134107167600364
GC,2002,Adventure,Vivendi Games,True,True,-1.3862943611198906
PS2,2002,Racing,Electronic Arts,True,False,-2.120263536200091
PS2,2002,Racing,Empire Interactive,False,False,-0.1743533871447778
PS2,2002,Racing,Acclaim Entertainment,True,True,-0.16251892949777494
PS2,2002,Shooter,Capcom,False,False,-1.5141277326297755
PC,2002,Simulation,Electronic Arts,True,True,-3.2188758248682006
GC,2002,Sports,Konami Digital Entertainment,False,False,-2.8134107167600364
PS2,2002,Fighting,Rage Software,True,True,-0.15082288973458366
PS2,2002,Racing,Sony Computer Entertainment,True,True,-1.3862943611198906
GC,2002,Role-Playing,Atari,True,True,-1.5141277326297755
GC,2002,Adventure,TDK Mediactive,False,False,-4.605170185988091
PS2,2002,Role-Playing,Atari,True,True,0.23901690047049992
XB,2002,Shooter,SCi,False,True,-0.13926206733350766
PS2,2002,Sports,Crave Entertainment,False,False,-1.5141277326297755
XB,2002,Shooter,Electronic Arts,True,True,-0.19845093872383832
XB,2002,Racing,Electronic Arts,True,False,-0.19845093872383832
PS2,2002,Shooter,Acclaim Entertainment,False,True,0.2700271372130602
GC,2002,Racing,Electronic Arts,False,False,-2.8134107167600364
GBA,2002,Action,THQ,False,False,-0.2613647641344075
PS2,2002,Sports,Konami Digital Entertainment,False,False,-1.3470736479666092
XB,2002,Misc,Infogrames,False,False,-1.5141277326297755
PS2,2002,Racing,Atari,True,True,0.29266961396282004
PS2,2002,Role-Playing,Namco Bandai Games,True,True,0.5538851132264376
PS2,2002,Adventure,Sony Computer Entertainment,True,True,-1.3470736479666092
GC,2002,Puzzle,THQ,False,False,-1.5141277326297755
XB,2002,Sports,Sega,True,True,-2.120263536200091
XB,2002,Sports,Acclaim Entertainment,True,True,-1.3470736479666092
GC,2002,Sports,Acclaim Entertainment,False,False,-2.8134107167600364
XB,2002,Sports,Acclaim Entertainment,True,True,-2.8134107167600364
PS2,2002,Racing,Empire Interactive,False,False,-3.2188758248682006
PS2,2002,Sports,Atari,True,True,0.27763173659827955
GBA,2002,Platform,Konami Digital Entertainment,True,True,-1.3470736479666092
XB,2002,Platform,Electronic Arts,False,True,-1.7147984280919266
XB,2002,Action,Electronic Arts,True,True,-1.0216512475319814
GC,2002,Racing,Electronic Arts,False,True,-0.2231435513142097
GC,2002,Shooter,Electronic Arts,True,True,-0.2484613592984996
PC,2002,Role-Playing,Atari,True,True,-3.506557897319982
GC,2002,Shooter,TDK Mediactive,True,True,-1.8325814637483102
PS2,2002,Fighting,Acclaim Entertainment,False,False,-1.1086626245216111
PS2,2002,Sports,Konami Digital Entertainment,False,True,-1.7147984280919266
GBA,2002,Racing,TDK Mediactive,False,True,-1.2039728043259361
XB,2002,Racing,THQ,True,True,-2.4079456086518722
GC,2002,Sports,Midway Games,True,True,-3.912023005428146
GC,2002,Fighting,THQ,False,False,-0.7133498878774648
GBA,2002,Platform,Namco Bandai Games,True,True,-3.506557897319982
GBA,2002,Action,THQ,False,False,-2.4079456086518722
XB,2002,Racing,BAM! Entertainment,False,True,-2.120263536200091
PS2,2002,Fighting,Midway Games,True,True,0.9122827104766164
GC,2002,Misc,Nintendo,False,True,0.9042181506398859
GC,2002,Racing,Acclaim Entertainment,True,True,-1.2039728043259361
PS2,2002,Sports,Activision,True,True,-1.1086626245216111
PS2,2002,Simulation,Activision,True,True,-0.6931471805599453
GC,2002,Shooter,Acclaim Entertainment,False,False,-0.9675840262617056
PS2,2002,Misc,Activision,True,True,-0.6931471805599453
PS2,2002,Shooter,Infogrames,False,True,-0.6931471805599453
PS2,2002,Strategy,Tecmo Koei,True,True,-1.2039728043259361
GC,2002,Platform,THQ,False,True,-1.6094379124341003
PS2,2002,Action,Sony Computer Entertainment,False,True,-1.171182981502945
XB,2002,Role-Playing,Virgin Interactive,True,True,-1.6094379124341003
XB,2002,Simulation,Microsoft Game Studios,True,True,-2.3025850929940455
PS2,2002,Racing,THQ,False,True,-0.7550225842780328
GBA,2002,Action,Activision,False,False,-2.2072749131897207
XB,2002,Adventure,Vivendi Games,True,False,-1.6094379124341003
GBA,2002,Action,Ubisoft,True,True,-1.171182981502945
GBA,2002,Action,Nintendo,True,True,0.9932517730102834
PS2,2002,Action,Electronic Arts,True,True,0.959350221334602
XB,2002,Action,Activision,False,False,-2.3025850929940455
PS2,2002,Racing,Capcom,False,True,-0.941608539858445
PS2,2002,Racing,Ignition Entertainment,True,True,-0.7339691750802004
GC,2002,Racing,Electronic Arts,True,False,-1.171182981502945
XB,2002,Action,Microsoft Game Studios,False,False,-2.0402208285265546
PS2,2002,Racing,LucasArts,True,True,-1.171182981502945
PS2,2002,Action,Activision,False,False,-1.171182981502945
XB,2002,Fighting,Universal Interactive,False,False,-1.171182981502945
PS2,2002,Fighting,Activision,False,True,-0.7550225842780328
XB,2002,Action,Sega,True,True,-2.0402208285265546
GC,2002,Platform,TDK Mediactive,False,False,-1.7719568419318752
GC,2002,Racing,THQ,False,False,-2.2072749131897207
PC,2002,Strategy,Vivendi Games,True,True,-2.0402208285265546
XB,2002,Sports,Konami Digital Entertainment,False,False,-3.912023005428146
GC,2002,Action,Electronic Arts,True,True,-0.6348782724359695
XB,2002,Sports,TDK Mediactive,True,False,-1.2378743560016174
XB,2002,Sports,Midway Games,True,True,-1.6094379124341003
GC,2002,Puzzle,Acclaim Entertainment,False,False,-3.912023005428146
GC,2002,Role-Playing,Activision,True,True,-1.7719568419318752
PS2,2002,Action,Konami Digital Entertainment,True,True,-0.6539264674066639
PS2,2002,Role-Playing,Enix Corporation,False,False,-0.9675840262617056
GC,2002,Action,Tecmo Koei,False,True,-2.4079456086518722
GC,2002,Sports,Electronic Arts,True,False,-2.0402208285265546
PS2,2002,Racing,THQ,True,True,0.7793248768009977
PC,2002,Shooter,Electronic Arts,True,True,-3.506557897319982
XB,2002,Sports,Atari,True,True,-2.4079456086518722
XB,2002,Racing,Sega,False,True,-1.6094379124341003
PS2,2002,Racing,Electronic Arts,True,True,0.7466879474879751
XB,2002,Action,Universal Interactive,False,False,-0.6348782724359695
